-97.057426,-30.786303,-38.902584
-72.468010,-30.790466,-70.787338
-38.001572,-30.753428,-90.112801
89.778526,-30.770386,-31.517056
-107.593819,-30.794502,0.224403
27.086990,-30.680922,102.031021
-101.686356,-30.808105,40.105282
0.273155,-30.689690,-96.136597
37.680088,-30.722397,-87.417084
85.093216,-30.801682,47.454597
-82.590271,-30.869541,75.286781
96.066132,-30.741116,8.161043
69.414963,-30.667269,-65.306686
-51.271713,-30.783043,99.686714
-96.172173,81.285812,0.845684
-87.529701,-55.983852,1.216782
-91.496780,81.285812,36.461620
-83.470238,-56.080448,33.693771
-73.815613,81.285812,67.127457
-68.316017,-56.430595,61.932877
-45.850311,81.285812,88.212532
-42.343475,-55.894588,79.717224
-11.833584,81.285812,96.549225
-11.464264,-55.451710,86.116196
23.104345,81.285812,90.860756
19.816851,-55.301464,80.608360
53.654984,81.285812,71.966003
47.902248,-55.828690,64.864288
75.128586,81.285812,42.714359
67.437263,-56.060333,39.217983
84.216293,81.285812,7.583347
74.592964,-55.678253,7.261326
79.540878,81.285812,-28.032578
71.063568,-55.894928,-24.676533
61.859703,81.285820,-58.698383
53.959873,-55.343662,-51.283718
33.894409,81.285820,-79.783455
29.628006,-55.710018,-70.996628
-0.122318,81.285812,-88.120155
-0.789410,-55.460556,-77.697372
-35.060226,81.285812,-82.431686
-32.378136,-55.821651,-73.566208
-65.610870,81.285812,-63.536957
-59.935425,-56.000084,-57.046871
-87.084480,81.285812,-34.285309
-79.212746,-55.946125,-30.550371
61.710747,-30.768044,81.013214
-12.555281,-30.708319,108.950752
-90.373726,98.949524,-35.842373
-99.812309,98.949471,0.600750
-94.923203,98.949562,37.592461
-76.542236,98.949440,69.519592
56.159966,98.949364,74.656128
78.416168,98.949524,44.274620
24.410896,98.949371,94.279343
-47.416039,98.949310,91.516251
-11.961386,98.949318,100.207939
87.878075,98.949394,7.826857
82.973137,98.978996,-29.162025
64.562759,99.077698,-61.056522
35.406689,99.020538,-82.953835
-0.005264,98.960243,-91.619583
-36.325348,98.949913,-85.714272
-68.071045,98.949677,-66.158325
-75.466110,5.810049,-28.770281
-83.259056,5.810048,1.349731
-79.255173,5.810049,31.878128
-64.109131,5.810048,58.154747
45.100498,5.810048,62.279747
63.510216,5.810049,37.199326
18.916140,5.810049,78.478325
-40.156113,5.810049,76.216705
-11.018307,5.810049,83.356018
71.303169,5.810048,7.079311
67.299255,5.810049,-23.449093
52.153206,5.810049,-49.725674
28.200203,5.810049,-67.787636
-0.937593,5.810048,-74.926949
-30.872023,5.810049,-70.049263
-57.056385,5.810048,-53.850708
-73.805046,-53.149803,66.981918
-90.468582,-52.858429,36.057281
-11.735439,-52.328903,94.230095
-45.510056,-52.701176,86.960190
52.988419,-52.636292,70.766983
22.458765,-52.200146,88.226830
-95.074951,-52.778168,0.786243
